Time / s,Voltage / V,Current / A
0,4.2,0
0.84375,4.10002801886482,2
2.53125,4.09662618605871,2
5.90625,4.09147294815918,2
12.65625,4.08403140596857,2
26.15625,4.07375130712492,2
53.15625,4.06038339157774,2
107.15625,4.04439676707437,2
161.15625,4.03424380373255,2
215.15625,4.02752299599076,2
269.15625,4.0230366854752,2
323.15625,4.02006511033427,2
377.15625,4.01810621597996,2
431.15625,4.0167756006308,2
485.15625,4.01577532424349,2
539.15625,4.01488530181507,2
593.15625,4.01394657360142,2
647.15625,4.01283866341223,2
701.15625,4.01146542907644,2
755.15625,4.00975245392008,2
809.15625,4.00764920653969,2
863.15625,4.0051294044601,2
917.15625,4.00218822637225,2
971.15625,3.9988379952703,2
1025.15625,3.99510381184288,2
1079.15625,3.99101972396825,2
1133.15625,3.98662552378828,2
1187.15625,3.98196412170839,2
1241.15625,3.97707943148719,2
1295.15625,3.9720147075604,2
1349.15625,3.96681127974314,2
1403.15625,3.96150763082682,2
1457.15625,3.95613876207277,2
1511.15625,3.95073579177254,2
1565.15625,3.94532573327752,2
1619.15625,3.93993140101477,2
1673.15625,3.93457139577737,2
1727.15625,3.92926012420769,2
1781.15625,3.92400781308692,2
1835.15625,3.91882048978517,2
1889.15625,3.91369992149632,2
1943.15625,3.90864354506423,2
1997.15625,3.90364448050158,2
2051.15625,3.89869179181168,2
2105.15625,3.8937711884945,2
2159.15625,3.88886626556462,2
2213.15625,3.88396011622643,2
2267.15625,3.87903684840898,2
2321.15625,3.87408247371433,2
2375.15625,3.86908493409856,2
2429.15625,3.86403343222872,2
2483.15625,3.85891741427224,2
2537.15625,3.85372549955424,2
2591.15625,3.84844452743843,2
2645.15625,3.84305881777791,2
2699.15625,3.83754976977171,2
2753.15625,3.83189608048953,2
2807.15625,3.82607516103666,2
2861.15625,3.82006669827416,2
2915.15625,3.81385939414238,2
2969.15625,3.80746084136032,2
3023.15625,3.80090740547607,2
3077.15625,3.79426723885904,2
3131.15625,3.78763015913858,2
3185.15625,3.78108620035983,2
3239.15625,3.77470355512965,2
3293.15625,3.76851654960219,2
3347.15625,3.76252622775052,2
3401.15625,3.75670907580747,2
3455.15625,3.75102795609002,2
3509.15625,3.74544143724539,2
3563.15625,3.73991021314179,2
3617.15625,3.73440080297172,2
3671.15625,3.72888725546522,2
3725.15625,3.72335157963015,2
3779.15625,3.71778343902176,2
3833.15625,3.71217945018496,2
3887.15625,3.70654227848018,2
3941.15625,3.70087963240214,2
3995.15625,3.69520320877318,2
4049.15625,3.68952762093813,2
4103.15625,3.68386933770753,2
4157.15625,3.67824566307617,2
4211.15625,3.67267378961368,2
4265.15625,3.66716995844513,2
4319.15625,3.66174875458689,2
4373.15625,3.65642255834658,2
4427.15625,3.65120116284305,2
4481.15625,3.64609155623915,2
